ID,Name,PC1,PC2,PC3,PC4,PC5,Quadrant,Octant,MP,BP,Density,Dielectric,ETN,Refractive Index,Hildebrand,Hansen Disp,Hansen Polar,Hansen H-Bond,Gutmann,Dipole,Solvatochromic Pi*,Solvatochromic Alpha,Solvatochromic Beta,log Pow,Abraham R2,Abraham Pi,Abraham AH,Abraham BH,Abraham L16,Abraham Vx,Auto-Ignition,T-Rating,Flash Point,Flammability,Flammability Score,Vapour Pressure,VOC Potential,Viscosity,Viscosity Score,Hvap,Heat Capacity,Static,Solubility of Water,Miscibility,ICH Class,ICH Limit,Health_old,Impact in Air,Impact in Water,LCA,SMILES,InChIKey,InChI,CAS,Formula,Mol. Wt.,General,Environmental,Environmental Link,Reactivity,Reactivity Literature,Avoidance,Acid,Alcohol,Alkene,Anhydride,Amide,1°Amide,2°Amide,3°Amide,Amine,1°Amine,2°Amine,3°Amine,Heteroaromatic Amines,Anilines,Nitrogen Bases,Aromatic,Carbonate,Ester,Ether,Ketone/Aldehyde,Halogen,Chloro,Fluoro,Hydrocarbon,Nitrile,Nitro,Phosphorus Containing,Sulfur Containing,Sulfide,Sulfoxide,Sulfite,Sulfone,Urea,Silicone,Other,Safety,Health,Environment,Default ranking,Adjusted ranking
155,"(2,2-Dimethyl-1,3-dioxolan-4-yl)methanol",-3.37704,2.79453,2.00933,0.16007,-0.215957,3,7,-27.0,189.0,1.064,,,1.434,,,,,,,,,,0.06,,,,,,1.022,,Not Assigned,90,Class IIIA,1,,,,,,,,,Y,,,Not Assigned,,,,OCC1COC(O1)(C)C,RNVYQYLELCKWAN-UHFFFAOYSA-N,"InChI=1S/C6H12O3/c1-6(2)8-4-5(3-7)9-6/h5,7H,3-4H2,1-2H3",100-79-8,C6H12O3,132.158,,,,Can react under acidic conditions,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2,5,7,Problematic,Problematic
160,"(E)-1,2-Dichloroethene",0.491969,-5.33024,-1.52464,1.85403,0.440174,2,2,-81.5,60.2,1.276,9.2,,1.449,9.5,,,,0.0,2.95,,,,1.86,0.43,0.41,0.09,0.05,2.28,0.592,460,T1,4,Class IB,3,163.1,3,0.412,0,247,901,,,N,,,Not Assigned,,,,Cl/C=C/Cl,KFUSEUYYWQURPO-OWOJBTEDSA-N,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+,156-59-2,C2H2Cl2,96.943,,,,,,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,5,6,7,Problematic,Problematic
234,(Trifluoromethoxy)benzene [Trifluoromethylphenyl ether],5.24751,-2.66385,0.336053,0.731527,0.321168,2,6,,103.0,1.226,,,1.406,,,,,,,,,,,,,,,,0.969,,Not Assigned,,Not Assigned,Not Assigned,,,,,,,,,N,,,Not Assigned,,,,FC(Oc1ccccc1)(F)F,GQHWSLKNULCZGI-UHFFFAOYSA-N,"InChI=1S/C7H5F3O/c8-7(9,10)11-6-4-2-1-3-5-6/h1-5H",22699-70-3,C7H5F3O,162.109,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6,5,5,Problematic,Problematic
161,"(Z)-1,2-Dichloroethene",2.03275,-5.64124,-0.768073,0.930582,-0.665294,2,2,-49.4,47.7,1.246,2.3,,1.446,9.1,,,,0.0,0.0,0.44,0.0,0.0,1.93,0.44,0.61,0.11,0.05,2.44,0.592,460,T1,2,Class IB,3,270.5,3,0.466,0,287,917,,,N,,,Not Assigned,,,,Cl/C=C\Cl,KFUSEUYYWQURPO-UPHRSURJSA-N,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1-,156-60-5,C2H2Cl2,96.943,,,,,,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,5,6,5,Problematic,Problematic
202,1-Butylamine,-2.53329,1.25937,-1.86475,-2.90118,-2.33359,3,3,-49.1,77.4,0.73,,,1.4,8.7,7.9,2.2,3.9,42.0,1.39,,,0.72,0.86,0.22,0.35,0.16,0.61,2.62,0.772,312,T2,-12,Class IB,3,71.6,2,0.504,0,738,3501,,,N,,,Not Assigned,,,,CCCCN,HQABUPZFAYXKJW-UHFFFAOYSA-N,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",109-73-9,C4H11N,73.137,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5,10,5,Hazardous,Hazardous
194,1-Heptanol,-0.533689,0.91061,4.09596,-0.810862,-0.774663,0,7,-34.0,176.2,0.82,,0.55,1.42,10.5,,,,,1.74,,,,2.62,,,,,,1.154,282,T3,77,Class IIIA,1,0.2,1,7.039,1,1485,2828,,,N,,,Not Assigned,,,,CCCCCCCO,BBMCTIGTTCKYKF-UHFFFAOYSA-N,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",111-70-6,C7H16O,116.201,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,2,5,Recommended,Recommended
196,1-Hexanol,-1.71547,0.0633819,3.42011,-0.979458,-0.868482,0,7,-44.6,157.0,0.82,,0.6,1.42,10.8,,,,,1.65,,,,2.03,,,,,,1.013,285,T3,63,Class IIIA,1,0.7,1,5.275,1,1183,2859,,,N,,,Not Assigned,,,,CCCCCCO,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",111-27-3,C6H14O,102.175,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,5,5,Problematic,Problematic
126,1-Methoxypropan-2-ol,-2.86796,0.209277,-1.13539,-1.44295,0.185015,3,3,-96.7,120.6,0.92,,,1.4,10.4,,,,,2.4,,,,,,,,,,0.79,287,T3,32,Class IC,3,7.9,1,1.904,1,828,,,,Y,,,Not Assigned,,,,COCC(O)C,ARXJGSRGQADJSQ-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c1-4(5)3-6-2/h4-5H,3H2,1-2H3",107-98-2,C4H10O2,90.121,Racemic mixture - are you forming a chiral centre ?,More polar analogue of  IPA - Propylene glycol ethers offer better safety profile than ethylene glycol analogues.,http://msdssearch.dow.com/PublishedLiteratureDOWCOM/dh_08ad/0901b803808ad674.pdf?filepath=oxysolvents/pdfs/noreg/110-00617.pdf&fromPage=GetDoc,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,2,3,Recommended,Recommended
156,1-Methyl-4-(prop-1-en-2-yl)cyclohex-1-ene [D-Limonene],7.08493,-0.644653,0.563942,1.22877,-1.57243,2,6,-74.2,176.5,0.84,,,1.47,8.2,,,,,1.57,,,,,,,,,,1.323,237,T3,45,Class II,2,1.5,1,0.93,0,288,2147,,,N,,,Not Assigned,,,,CC1=CCC(CC1)C(=C)C,XMGQYMWWDOXHJM-UHFFFAOYSA-N,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3",5989-27-5,C10H16,136.234,Chiral solvent - Could be problematic for asymmetric reactions.,,,,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,2,7,Problematic,Problematic
151,1-Methylazepan-2-one [N-Methylcaprolactam],-2.14404,4.21566,-2.4185,0.486245,-0.358426,3,3,,107.0,1.013,,0.34,1.483,,,,,27.1,4.23,,,,,,,,,,1.102,,Not Assigned,103,Class IIIB,1,,,,,,,,,Not Determined,,,Not Assigned,,,,CN1CCCCCC1=O,ZWXPDGCFMMFNRW-UHFFFAOYSA-N,"InChI=1S/C7H13NO/c1-8-6-4-2-3-5-7(8)9/h2-6H2,1H3",2556-73-2,C7H13NO,127.184,,,,,,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,5,7,Problematic,Problematic
206,1-Nitropropane,-0.638764,-2.65281,-1.96557,0.844981,3.29501,1,1,-104.0,131.2,1.0,,,1.4,10.4,,,,,3.66,,,,0.87,0.24,0.95,0.0,0.31,2.89,0.706,421,T2,36,Class IC,3,7.3,1,0.842,0,351,1871,,,N,,,Not Assigned,,,,[O-][N+](=O)CCC,JSZOAYXJRCEYSX-UHFFFAOYSA-N,"InChI=1S/C3H7NO2/c1-2-3-4(5)6/h2-3H2,1H3",108-03-2,C3H7NO2,89.093,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,4,6,5,Problematic,Problematic
187,1-Nonanol,2.0427,2.62706,5.52872,-0.425519,-0.637282,4,8,-5.0,213.5,0.82,,,1.43,10.1,,,,,1.61,,,,4.02,,,,,,1.435,277,T3,74,Class IIIA,1,0.0,1,11.131,2,1565,2821,,,N,,,Not Assigned,,,,CCCCCCCCCO,ZWRUINPWMLAQRD-UHFFFAOYSA-N,"InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3",143-08-8,C9H20O,144.254,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,5,7,Problematic,Problematic
3,"1,1-Dichloroethane",0.884069,-5.24096,-1.47983,0.228239,2.12883,2,2,-97.0,57.3,1.168,10.0,0.27,1.416,8.9,8.1,4.0,0.2,,2.35,,,,1.79,0.32,0.49,0.1,0.1,2.32,0.635,458,T1,-12,Class IB,3,181.4,3,0.488,0,192,1089,,5.45,N,,,Not Assigned,,,,CC(Cl)Cl,SCYULBFZEHDVBN-UHFFFAOYSA-N,"InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3",75-34-3,C2H4Cl2,98.959,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,5,3,5,Problematic,Problematic
4,"1,1-Dichloroethene",1.42072,-6.41141,-1.7826,-0.47086,1.38552,2,2,-122.6,31.6,1.175,4.8,0.19,1.425,8.5,8.3,3.3,2.2,,1.25,,,,2.13,0.36,0.34,0.0,0.05,2.11,0.592,570,T1,-22,Class IA,3,495.6,3,0.331,0,197,967,,2.09,N,1,8,Not Assigned,,,,ClC(=C)Cl,LGXVIGDEPROXKC-UHFFFAOYSA-N,InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,75-35-4,C2H2Cl2,96.943,,,,,,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,6,7,7,Hazardous,Hazardous
1,"1,1,1-Trichloroethane",3.00518,-4.57856,-1.29164,0.547217,1.42287,2,2,-30.4,74.1,1.339,7.3,0.17,1.438,8.4,8.3,2.1,1.0,,1.9,0.49,0.0,0.0,2.49,0.37,0.41,0.0,0.09,2.73,0.758,537,T1,,Not Assigned,Not Assigned,98.7,2,0.853,0,137,806,,0.88,N,1,1500,Not Assigned,,,,CC(Cl)(Cl)Cl,UOCLXMDMGBRAIB-UHFFFAOYSA-N,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",71-55-6,C2H3Cl3,133.404,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,6,7,10,Hazardous,Hazardous
150,"1,1,1,3,3,3-Hexafluoropropan-2-ol",-7.26762,-8.20768,11.9645,-1.99806,-0.023481,1,5,-4.0,57.5,1.596,,1.07,1.275,,,,,,,0.65,1.96,0.0,1.66,,,,,,0.696,,Not Assigned,4,Class IB,3,,,,,,,,,Y,,,Not Assigned,,,,OC(C(F)(F)F)C(F)(F)F,BYEAHWXPCBROCE-UHFFFAOYSA-N,"InChI=1S/C3H2F6O/c4-2(5,6)1(10)3(7,8)9/h1,10H",920-66-1,C3H2F6O,168.038,,,,"Good ionising solvent, low nucleophilicity  - cost, availability ?",,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,1,8,5,Hazardous,Hazardous
224,"1,1,2-Trichloroethane",1.00541,-3.95074,0.821477,2.90385,2.20218,2,6,-35.5,113.8,1.432,7.3,,1.471,9.9,,,,,1.36,,,,2.38,0.5,0.68,0.13,0.08,3.29,0.758,460,T1,,Not Assigned,Not Assigned,18.5,1,1.152,1,198,735,,,N,,,Not Assigned,,,,ClCC(Cl)Cl,UBOXGVDOUJQMTN-UHFFFAOYSA-N,"InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2",79-00-5,C2H3Cl3,133.404,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,2,6,5,Problematic,Problematic
221,"1,1,2,2-Tetrachloroethane",1.24996,-3.99565,2.62537,3.27509,0.920927,2,6,-42.5,146.3,1.587,8.4,0.27,1.494,9.8,9.2,2.5,4.6,,1.33,0.95,,0.0,2.39,,,,,,0.88,,Not Assigned,,Not Assigned,Not Assigned,4.3,1,1.723,1,112,620,,,N,,,Not Assigned,,,,ClC(C(Cl)Cl)Cl,QPFMBZIOSGYJDE-UHFFFAOYSA-N,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,79-34-5,C2H2Cl4,167.849,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,2,9,7,Hazardous,Hazardous
231,"1,2-Diacetoxypropane",0.930551,3.81141,0.543572,-0.460096,2.31403,4,8,-31.0,186.0,1.06,,,1.413,,,,,,,,,,,,,,,,1.244,,Not Assigned,,Not Assigned,Not Assigned,,,,,,,,,N,,,Not Assigned,,,,CC(=O)OCC(OC(=O)C)C,MLHOXUWWKVQEJB-UHFFFAOYSA-N,"InChI=1S/C7H12O4/c1-5(11-7(3)9)4-10-6(2)8/h5H,4H2,1-3H3",623-84-7,C7H12O4,160.168,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,5,5,Problematic,Problematic
5,"1,2-Diaminoethane",-8.92429,4.69006,-3.0658,-1.42983,-3.29467,3,3,11.1,117.0,0.899,12.9,0.35,1.457,12.4,8.1,4.3,8.3,55.0,1.9,,,,-2.04,,,,,,0.59,385,T2,33,Class IC,3,8.5,1,1.586,1,995,3188,,,Y,,,Not Assigned,,,,NCCN,PIICEJLVQHRZGT-UHFFFAOYSA-N,InChI=1S/C2H8N2/c3-1-2-4/h1-4H2,107-15-3,C2H8N2,60.098,,REACH Candidate list - consider alternatives,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,7,5,Problematic,Problematic
6,"1,2-Dichlorobenzene",3.6549,-2.17616,-0.77478,4.76397,0.167424,2,2,-17.0,180.5,1.3,10.4,0.225,1.552,10.0,9.4,3.1,1.6,3.0,2.53,0.8,0.0,,3.38,0.87,0.78,0.0,0.04,4.52,0.961,648,T1,66,Class IIIA,1,1.2,1,1.429,1,209,888,,0.14,N,,,Not Assigned,,,,Clc1ccccc1Cl,RFFLAFLAYFXFSW-UHFFFAOYSA-N,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,95-50-1,C6H4Cl2,147.002,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,2,2,7,Problematic,Problematic
7,"1,2-Dichloroethane",0.449577,-4.90128,-1.44113,1.87061,2.20725,2,2,-35.7,83.7,1.246,10.7,0.327,1.445,9.9,9.3,3.6,2.0,0.1,1.6,0.81,0.0,0.0,1.48,0.42,0.64,0.1,0.11,2.57,0.635,413,T2,13,Class IB,3,62.0,2,0.823,0,372,1045,,8.01,N,1,5,Not Assigned,,,,ClCCCl,WSLDOOZREJYCGB-UHFFFAOYSA-N,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,107-06-2,C2H4Cl2,98.959,,REACH Candidate list - consider alternatives,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,4,10,3,Hazardous,Highly Hazardous
125,"1,2-Dimethoxypropane",-0.912612,1.09046,-2.00441,-2.44695,-0.53803,0,0,,96.0,0.855,,,1.385,,,,,,,,,,,,,,,,0.931,410,T2,1,Class IB,3,,,0.687,0,338,2346,,,N,,,Not Assigned,,,,COCC(OC)C,LEEANUDEDHYDTG-UHFFFAOYSA-N,"InChI=1S/C5H12O2/c1-5(7-3)4-6-2/h5H,4H2,1-3H3",7778-85-0,C5H12O2,104.148,Racemic mixture - are you forming a chiral centre ?,Homologue of DME.  Propylene glycol ethers offer better safety profile than ethylene glycol analogues,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6,5,5,Problematic,Problematic
143,"1,2,3,4,5-Pentafluoro-6-(trifluoromethyl)benzene [Perfluorotoluene]",6.29549,-2.97366,0.992833,-0.417502,1.16316,2,6,-66.0,104.0,1.666,,,1.368,,,,,,,,,,,,,,,,0.999,,Not Assigned,20,Class IB,3,,,,,,,,,N,,,Not Assigned,,,,Fc1c(F)c(F)c(c(c1F)C(F)(F)F)F,USPWUOFNOTUBAD-UHFFFAOYSA-N,"InChI=1S/C7F8/c8-2-1(7(13,14)15)3(9)5(11)6(12)4(2)10",434-64-0,C7F8,236.062,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2,2,5,Recommended,Recommended
146,"1,3-Dichlorobenzene",4.74542,-1.67792,0.091056,4.43084,-0.0737213,2,6,-24.8,171.2,1.283,5.2,0.185,1.546,9.8,,,,2.0,1.68,0.67,0.0,,3.48,0.85,0.73,0.0,0.02,4.41,0.961,647,T1,72,Class IIIA,1,1.7,1,1.129,1,212,897,,,N,,,Not Assigned,,,,Clc1cccc(c1)Cl,ZPQOPVIELGIULI-UHFFFAOYSA-N,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,541-73-1,C6H4Cl2,147.002,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,2,5,7,Problematic,Problematic
123,"1,3-Dioxolane",-2.90482,-2.5993,-2.99917,-1.09752,-0.102012,1,1,,75.6,1.059,,0.383,1.404,11.3,,,,,1.19,,,,-0.37,,,,,,0.54,274,T3,-3,Class IB,3,,,,,,,,,Y,,,Not Assigned,,,,C1OCCO1,WNXJIVFYUVYPPR-UHFFFAOYSA-N,InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2,646-06-0,C3H6O2,74.079,,,,Can react under acidic conditions,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7,10,5,Hazardous,Hazardous
139,"1,3-Dithiolane",1.96463,-1.62147,-1.88487,5.26654,-1.18131,2,2,,183.0,1.235,,,1.599,,,,,,,,,,,,,,,,0.75,274,T3,68,Class IIIA,1,,,,,,,,,Not Determined,,,Not Assigned,,,,C1SCCS1,IMLSAISZLJGWPP-UHFFFAOYSA-N,InChI=1S/C3H6S2/c1-2-5-3-4-1/h1-3H2,4829-04-3,C3H6S2,106.21,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,2,5,7,Problematic,Problematic
141,"1,3,2-Dioxathiolane-2-oxide",-1.29881,-2.5432,-1.95029,2.94897,2.74482,1,1,,159.0,1.429,,,,,,,,,,,,,,,,,,,0.621,,Not Assigned,91,Class IIIA,1,,,,,,,,,N,,,Not Assigned,,,,O=S1OCCO1,WDXYVJKNSMILOQ-UHFFFAOYSA-N,InChI=1S/C2H4O3S/c3-6-4-1-2-5-6/h1-2H2,3741-38-6,C2H4O3S,108.116,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,1,5,7,Problematic,Problematic
12,"1,4-Dioxane",-0.886957,0.203646,-1.94311,-1.54976,-1.13652,0,0,11.8,101.3,1.028,2.3,0.164,1.422,10.1,9.3,0.9,3.6,14.8,0.46,0.55,0.0,0.37,-0.27,0.33,0.75,0.0,0.64,2.89,0.681,180,T4,12,Class IB,3,28.8,2,1.297,1,309,6483,3,1035.14,Y,2,380,3,1,2,,O1CCOCC1,RYHBNJHYFVUHQT-UHFFFAOYSA-N,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,123-91-1,C4H8O2,88.105,Static Risk,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7,6,3,Problematic,Hazardous
158,"1,8-Diazabicycloundec-7-ene [DBU]",-1.04243,8.08654,-1.61077,0.424958,-3.57208,3,3,-70.0,261.0,1.018,,,1.523,,,,,,,,,,,,,,,,1.316,260,T3,116,Class IIIB,1,,,,,,,,,N,,,Not Assigned,,,,C1CCN2C(=NCCC2)CC1,GQHTUMJGOHRCHB-UHFFFAOYSA-N,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,6674-22-2,C9H16N2,152.237,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5,6,5,Problematic,Problematic
227,2-Amino-2-methylpropane [tert-Butylamine],-2.57619,1.22966,-2.56097,-3.56882,-2.37864,3,3,-67.0,44.4,0.69,,0.19,1.38,7.7,,,,57.5,1.29,,,,0.4,,,,,,0.772,375,T2,-9,Class IB,3,302.1,3,0.482,0,534,3793,,,Y,,,Not Assigned,,,,CC(N)(C)C,YBRBMKDOPFTVDT-UHFFFAOYSA-N,"InChI=1S/C4H11N/c1-4(2,3)5/h5H2,1-3H3",75-64-9,C4H11N,73.137,,,,,,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8,8,7,Hazardous,Hazardous
162,2-Ethoxyethanol,-3.35696,0.0741294,0.0462025,-1.21974,0.0135332,3,7,-90.0,135.6,0.93,,0.63,1.407,10.7,7.9,4.5,7.0,,2.08,,,,-0.54,,,,,,0.79,235,T3,43,Class II,2,3.8,1,2.1,1,978,2484,,,Y,,,Not Assigned,,,,OCCOCC,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",110-80-5,C4H10O2,90.121,,REACH Candidate list - consider alternatives,http://echa.europa.eu/web/guest/candidate-list-table,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,9,4,Hazardous,Hazardous
134,2-Ethoxyethyl Acetate,-0.0392702,2.86111,-0.639804,-1.252,1.15176,3,3,-61.7,156.3,0.97,,,1.4,9.4,7.8,2.3,5.2,,2.25,,,,,,,,,,1.087,379,T2,54,Class II,2,1.5,1,1.413,1,329,2021,,,N,,,Not Assigned,,,,CCOCCOC(=O)C,SVONRAPFKPVNKG-UHFFFAOYSA-N,"InChI=1S/C6H12O3/c1-3-8-4-5-9-6(2)7/h3-5H2,1-2H3",111-15-9,C6H12O3,132.158,,REACH Candidate list - consider alternatives,http://echa.europa.eu/web/guest/candidate-list-table,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,9,5,Hazardous,Hazardous
263,2-Ethylhexanol,0.993743,1.28492,4.38946,-0.582807,-0.597953,0,8,-70.0,184.6,0.692,,,1.43,10.2,7.8,1.6,5.8,,1.76,,,,,,,,,,1.295,288,T3,162,Class IIIB,1,0.1,1,9.706,1,665,3456,,,Not Determined,,,Not Assigned,,,,CCCCC(CO)CC,YIWUKEYIRIRTPP-UHFFFAOYSA-N,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",104-76-7,C8H18O,130.228,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,5,5,Problematic,Problematic
232,2-Methoxy-1-[(1-methoxy-2-propanyl)oxy]propane [Propylene Glycol Dimethyl Ether],1.26165,4.99314,-0.038045,-1.62979,-0.417405,4,4,,,0.953,,,,,,,,,,,,,,,,,,,1.412,,Not Assigned,65,Class IIIA,1,,,,,234,1351,,,N,,,Not Assigned,,,,COCC(OCC(OC)C)C,OQUIHNRSFOIOFU-UHFFFAOYSA-N,"InChI=1S/C8H18O3/c1-7(10-4)6-11-8(2)5-9-3/h7-8H,5-6H2,1-4H3",111109-77-4,C8H18O3,162.227,Racemic mixture - Could be problematic for asymmetric reactions.,Available from Dow.  Good metal coordination - propylene glycol ethers offer better safety profile than ethylene glycol analogues,http://msdssearch.dow.com/PublishedLiteratureDOWCOM/dh_0349/0901b80380349327.pdf?filepath=oxysolvents/pdfs/noreg/110-00608.pdf&fromPage=GetDoc,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,5,5,Problematic,Problematic
264,2-Methyl Butanol,-1.99901,-1.19087,2.53451,-1.6474,-1.3244,0,5,,128.7,0.681,,,1.41,10.8,7.5,2.3,6.6,32.0,0.0,,,,1.29,,,,,,0.872,385,T2,110,Class IIIB,1,2.0,1,5.355,1,698,3485,,,N,,,Not Assigned,,,,CCC(CO)C,QPRQEDXDYOZYLA-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",137-32-6,C5H12O,88.148,Racemic mixture - Could be problematic for asymmetric reactions.,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,2,3,Recommended,Recommended
